Date,AQI
2018-07-19,452.9
2018-07-20,63.7
2018-07-21,428.5
2018-07-22,369.6
2018-07-23,279.5
2018-07-24,167.3
2018-07-25,302.1
2018-07-26,335.4
2018-07-27,338.1
2018-07-28,93.3
2018-07-29,344.4
2018-07-30,351.2
2018-07-31,393.7
2018-08-01,164.2
2018-08-02,17.1
2018-08-03,200.2
2018-08-04,204.3
2018-08-05,147.2
2018-08-06,417.8
2018-08-07,100.3
2018-08-08,425.1
2018-08-09,71.3
2018-08-10,407.1
2018-08-11,78.2
2018-08-12,88.3
2018-08-13,225.6
2018-08-14,337.3
2018-08-15,308.1
2018-08-16,3.9
2018-08-17,409.3
2018-08-18,486.9
2018-08-19,397.3
2018-08-20,23.6
2018-08-21,363.2
2018-08-22,394.4
2018-08-23,1.8
2018-08-24,32.8
2018-08-25,317.9
2018-08-26,336.6
2018-08-27,180.3
2018-08-28,25.3
2018-08-29,274
2018-08-30,119.6
2018-08-31,84.3
2018-09-01,429.4
2018-09-02,422.1
2018-09-03,164.6
2018-09-04,314.2
2018-09-05,94.6
2018-09-06,80.4
2018-09-07,316.3
2018-09-08,330.8
2018-09-09,488.4
2018-09-10,163.8
2018-09-11,59.8
2018-09-12,267.8
2018-09-13,74.2
2018-09-14,21.5
2018-09-15,107.1
2018-09-16,66.8
2018-09-17,149.3
2018-09-18,380.8
2018-09-19,382.4
2018-09-20,374.4
2018-09-21,309.2
2018-09-22,75.6
2018-09-23,108
2018-09-24,216.8
2018-09-25,151
2018-09-26,43.5
2018-09-27,244
2018-09-28,270.2
2018-09-29,312.7
2018-09-30,208.7
2018-10-01,237.6
2018-10-02,312.2
2018-10-03,26.9
2018-10-04,49.2
2018-10-05,341.4
2018-10-06,41
2018-10-07,59.5
2018-10-08,199.2
2018-10-09,184
2018-10-10,340.4
2018-10-11,148.4
2018-10-12,142.6
2018-10-13,450.2
2018-10-14,134.2
2018-10-15,442.2
2018-10-16,173.2
2018-10-17,402.8
2018-10-18,297.3
2018-10-19,465.1
2018-10-20,362.5
2018-10-21,435.9
2018-10-22,264.1
2018-10-23,14.4
2018-10-24,348.3
2018-10-25,326.8
2018-10-26,498.4
2018-10-27,67.1
2018-10-28,121.2
2018-10-29,171.3
2018-10-30,324.9
2018-10-31,464.9
2018-11-01,468.8
2018-11-02,40.1
2018-11-03,119.3
2018-11-04,198.4
2018-11-05,316.4
2018-11-06,29.8
2018-11-07,157.8
2018-11-08,264.7
2018-11-09,286.3
2018-11-10,145.1
2018-11-11,155.5
2018-11-12,106.3
2018-11-13,143.2
2018-11-14,375.2
2018-11-15,270.7
2018-11-16,459.4
2018-11-17,427.3
2018-11-18,286.8
2018-11-19,116.7
2018-11-20,77.5
2018-11-21,18.6
2018-11-22,80.1
2018-11-23,484.2
2018-11-24,160.1
2018-11-25,161.1
2018-11-26,237.2
2018-11-27,183.9
2018-11-28,66.9
2018-11-29,47
2018-11-30,53.3
2018-12-01,316.1
2018-12-02,422.3
2018-12-03,254.9
2018-12-04,237.3
2018-12-05,52.8
2018-12-06,293.9
2018-12-07,183.3
2018-12-08,307.2
2018-12-09,452.1
2018-12-10,61.3
2018-12-11,153
2018-12-12,370.9
2018-12-13,386.5
2018-12-14,156.2
2018-12-15,84.9
2018-12-16,293.7
2018-12-17,197.7
2018-12-18,203.2
2018-12-19,215.4
2018-12-20,399.3
2018-12-21,479.7
2018-12-22,218.2
2018-12-23,343.9
2018-12-24,461.5
2018-12-25,174.9
2018-12-26,44.1
2018-12-27,182.6
2018-12-28,411.2
2018-12-29,8.6
2018-12-30,358.1
2018-12-31,476.7
2019-01-01,263.5
2019-01-02,471.2
2019-01-03,427.7
2019-01-04,357.3
2019-01-05,287.1
2019-01-06,54
2019-01-07,156.5
2019-01-08,445
2019-01-09,203.8
2019-01-10,9
2019-01-11,95.5
2019-01-12,131.7
2019-01-13,456.9
2019-01-14,432.7
2019-01-15,214
2019-01-16,141.1
2019-01-17,480.6
2019-01-18,31.9
2019-01-19,159.8
2019-01-20,387.6
2019-01-21,426.6
2019-01-22,336.8
2019-01-23,478.8
2019-01-24,350.4
2019-01-25,214
2019-01-26,413.6
2019-01-27,188.9
2019-01-28,29.4
2019-01-29,33.1
2019-01-30,253.1
2019-01-31,156.3
2019-02-01,352
2019-02-02,125.7
2019-02-03,147.8
2019-02-04,240
2019-02-05,116.2
2019-02-06,476
2019-02-07,129.9
2019-02-08,306.4
2019-02-09,493.2
2019-02-10,35.3
2019-02-11,410.5
2019-02-12,253.8
2019-02-13,364.5
2019-02-14,81.5
2019-02-15,461
2019-02-16,418.3
2019-02-17,461
2019-02-18,44
2019-02-19,246.5
2019-02-20,92.8
2019-02-21,23.7
2019-02-22,374.9
2019-02-23,179.6
2019-02-24,449.9
2019-02-25,79.1
2019-02-26,260.8
2019-02-27,474.9
2019-02-28,396
2019-03-01,430.1
2019-03-02,475.2
2019-03-03,486.3
2019-03-04,76.4
2019-03-05,441
2019-03-06,298.3
2019-03-07,74.4
2019-03-08,63.9
2019-03-09,149
2019-03-10,480.7
2019-03-11,186.2
2019-03-12,205.6
2019-03-13,400.2
2019-03-14,302.1
2019-03-15,19.8
2019-03-16,175.1
2019-03-17,176
2019-03-18,151.4
2019-03-19,252.4
2019-03-20,224
2019-03-21,250.8
2019-03-22,170.4
2019-03-23,349.1
2019-03-24,399.6
2019-03-25,382.3
2019-03-26,115.9
2019-03-27,453.2
2019-03-28,285.5
2019-03-29,456.9
2019-03-30,263.3
2019-03-31,223.2
2019-04-01,450.6
2019-04-02,181.2
2019-04-03,425.9
2019-04-04,472.9
2019-04-05,410.4
2019-04-06,38.4
2019-04-07,239.8
2019-04-08,46.2
2019-04-09,432.2
2019-04-10,450.6
2019-04-11,16.3
2019-04-12,252.5
2019-04-13,261.9
2019-04-14,465.5
2019-04-15,493.5
2019-04-16,260.9
2019-04-17,398.3
2019-04-18,465.5
2019-04-19,267
2019-04-20,317.1
2019-04-21,166.5
2019-04-22,112.8
2019-04-23,78.3
2019-04-24,456.4
2019-04-25,455.7
2019-04-26,76.5
2019-04-27,427.8
2019-04-28,294.9
2019-04-29,308.1
2019-04-30,264.5
2019-05-01,241.1
2019-05-02,108
2019-05-03,372.6
2019-05-04,204
2019-05-05,434.1
2019-05-06,196.6
2019-05-07,235
2019-05-08,167.9
2019-05-09,430.9
2019-05-10,313.1
2019-05-11,111.2
2019-05-12,250.2
2019-05-13,408.3
2019-05-14,60.6
2019-05-15,238.9
2019-05-16,6.9
2019-05-17,380.9
2019-05-18,94.3
2019-05-19,379.5
2019-05-20,212.2
2019-05-21,285.5
2019-05-22,376.4
2019-05-23,440
2019-05-24,119.3
2019-05-25,499.3
2019-05-26,327.5
2019-05-27,278.1
2019-05-28,271.3
2019-05-29,473.5
2019-05-30,4.8
2019-05-31,278
2019-06-01,91.4
2019-06-02,400.4
2019-06-03,142
2019-06-04,496.9
2019-06-05,373.7
2019-06-06,346
2019-06-07,459.3
2019-06-08,437.7
2019-06-09,90.8
2019-06-10,290.3
2019-06-11,309.3
2019-06-12,13.3
2019-06-13,79.4
2019-06-14,327.2
2019-06-15,118.2
2019-06-16,38.2
2019-06-17,343.7
2019-06-18,153
2019-06-19,60.3
2019-06-20,135.2
2019-06-21,62.7
2019-06-22,122.5
2019-06-23,17.5
2019-06-24,229.3
2019-06-25,433.5
2019-06-26,116.3
2019-06-27,81.2
2019-06-28,300.2
2019-06-29,247.4
2019-06-30,351.6
2019-07-01,69.8
2019-07-02,138.8
2019-07-03,302.4
2019-07-04,284.5
2019-07-05,224.8
2019-07-06,441.6
2019-07-07,424.6
2019-07-08,342.6
2019-07-09,174.3
2019-07-10,321.2
2019-07-11,457.3
2019-07-12,215.8
2019-07-13,377.5
2019-07-14,442.3
2019-07-15,237.9
2019-07-16,89.6
2019-07-17,429.4
2019-07-18,171.6
2019-07-19,20.3
2019-07-20,83.6
2019-07-21,340.9
2019-07-22,190.1
2019-07-23,436.5
2019-07-24,213.1
2019-07-25,228.1
2019-07-26,407.8
2019-07-27,36.5
2019-07-28,83.5
2019-07-29,354.2
2019-07-30,472.1
2019-07-31,145
2019-08-01,366.1
2019-08-02,399.2
2019-08-03,236.2
2019-08-04,163
2019-08-05,411.3
2019-08-06,301.8
2019-08-07,55.9
2019-08-08,441.7
2019-08-09,326.7
2019-08-10,265.8
2019-08-11,437
2019-08-12,203.3
2019-08-13,34
2019-08-14,423.1
2019-08-15,206.2
2019-08-16,498.3
2019-08-17,235
2019-08-18,203.4
2019-08-19,363.9
2019-08-20,33.8
2019-08-21,204.9
2019-08-22,95.4
2019-08-23,203.5
2019-08-24,210
2019-08-25,359.8
2019-08-26,440.6
2019-08-27,418.4
2019-08-28,238.8
2019-08-29,117
2019-08-30,405.8
2019-08-31,246.1
2019-09-01,465.7
2019-09-02,315
2019-09-03,31.5
2019-09-04,229.7
2019-09-05,448.4
2019-09-06,489
2019-09-07,299.6
2019-09-08,132.5
2019-09-09,256.2
2019-09-10,4.3
2019-09-11,313.5
2019-09-12,185.6
2019-09-13,82.2
2019-09-14,292.6
2019-09-15,348.2
2019-09-16,434.4
2019-09-17,358.7
2019-09-18,260.4
2019-09-19,134.3
2019-09-20,240.2
2019-09-21,463
2019-09-22,286.5
2019-09-23,453.7
2019-09-24,316
2019-09-25,294.1
2019-09-26,136
2019-09-27,449.5
2019-09-28,88
2019-09-29,179.1
2019-09-30,131.1
2019-10-01,330
2019-10-02,442.2
2019-10-03,442.1
2019-10-04,326.3
2019-10-05,245.3
2019-10-06,202.6
2019-10-07,225.1
2019-10-08,467.9
2019-10-09,356.6
2019-10-10,255.6
2019-10-11,424.9
2019-10-12,292.8
2019-10-13,327.3
2019-10-14,376.9
2019-10-15,479
2019-10-16,318.3
2019-10-17,98.4
2019-10-18,396.8
2019-10-19,138.8
2019-10-20,96.5
2019-10-21,408
2019-10-22,395.5
2019-10-23,181.3
2019-10-24,481
2019-10-25,164.7
2019-10-26,321.8
2019-10-27,483.9
2019-10-28,400.6
2019-10-29,266.3
2019-10-30,372
2019-10-31,186.3
2019-11-01,91.5
2019-11-02,315.6
2019-11-03,389.3
2019-11-04,347.9
2019-11-05,440.5
2019-11-06,455.3
2019-11-07,326.1
2019-11-08,418.4
2019-11-09,70.2
2019-11-10,407.6
2019-11-11,149
2019-11-12,199
2019-11-13,204.6
2019-11-14,293.7
2019-11-15,52.3
2019-11-16,106.4
2019-11-17,101.7
2019-11-18,370.3
2019-11-19,364.8
2019-11-20,441.6
2019-11-21,151.6
2019-11-22,268.8
2019-11-23,492.8
2019-11-24,130.6
2019-11-25,109.6
2019-11-26,55.7
2019-11-27,25.1
2019-11-28,228.8
2019-11-29,109.4
2019-11-30,96.5
2019-12-01,9.4
2019-12-02,385.8
2019-12-03,390.1
2019-12-04,110
2019-12-05,194.4
2019-12-06,80.5
2019-12-07,47.8
2019-12-08,350.4
2019-12-09,499.9
2019-12-10,235.6
2019-12-11,335
2019-12-12,335.1
2019-12-13,455.1
2019-12-14,255.8
2019-12-15,313.8
2019-12-16,44.4
2019-12-17,79.2
2019-12-18,334.3
2019-12-19,485.9
2019-12-20,266.7
2019-12-21,215.6
2019-12-22,315.8
2019-12-23,99.2
2019-12-24,384.3
2019-12-25,77.5
2019-12-26,87
2019-12-27,98.4
2019-12-28,158.7
2019-12-29,81.9
2019-12-30,228.2
2019-12-31,307.3
2020-01-01,359.3
2020-01-02,421.2
2020-01-03,471.3
2020-01-04,288.6
2020-01-05,128.2
2020-01-06,206.6
2020-01-07,109.3
2020-01-08,253.1
2020-01-09,102
2020-01-10,246.3
2020-01-11,425.5
2020-01-12,94.5
2020-01-13,287.4
2020-01-14,308.2
2020-01-15,49.7
2020-01-16,368
2020-01-17,357.8
2020-01-18,110
2020-01-19,308.6
2020-01-20,291.1
2020-01-21,219.6
2020-01-22,496.6
2020-01-23,408.4
2020-01-24,50.5
2020-01-25,177.2
2020-01-26,155.6
2020-01-27,74.1
2020-01-28,98.1
2020-01-29,32.7
2020-01-30,320.5
2020-01-31,323.7
2020-02-01,479
2020-02-02,310.3
2020-02-03,481.7
2020-02-04,303.2
2020-02-05,76.3
2020-02-06,232.4
2020-02-07,84.8
2020-02-08,497.3
2020-02-09,401.4
2020-02-10,253.5
2020-02-11,209.7
2020-02-12,138.9
2020-02-13,80.6
2020-02-14,63.8
2020-02-15,242
2020-02-16,168.1
2020-02-17,469.5
2020-02-18,461.6
2020-02-19,58.3
2020-02-20,432.1
2020-02-21,194.1
2020-02-22,269.9
2020-02-23,56
2020-02-24,232.4
2020-02-25,433
2020-02-26,193.3
2020-02-27,372.7
2020-02-28,29.2
2020-02-29,296.7
2020-03-01,299.4
2020-03-02,358.8
2020-03-03,264.1
2020-03-04,1.1
2020-03-05,225.9
2020-03-06,415.3
2020-03-07,184.2
2020-03-08,154.6
2020-03-09,94.6
2020-03-10,304.9
2020-03-11,441.7
2020-03-12,213.2
2020-03-13,249.1
2020-03-14,449.2
2020-03-15,6.7
2020-03-16,121.6
2020-03-17,228.6
2020-03-18,161.8
2020-03-19,269.7
2020-03-20,305
2020-03-21,421.1
2020-03-22,418.9
2020-03-23,180.3
2020-03-24,11.5
2020-03-25,255.5
2020-03-26,412.2
2020-03-27,210.3
2020-03-28,348.9
2020-03-29,338.1
2020-03-30,452.2
2020-03-31,301.9
2020-04-01,11.5
2020-04-02,472.2
2020-04-03,40.9
2020-04-04,93.6
2020-04-05,335.9
2020-04-06,62.1
2020-04-07,164.9
2020-04-08,240.6
2020-04-09,236.6
2020-04-10,92.9
2020-04-11,492.3
2020-04-12,103
2020-04-13,205.8
2020-04-14,439.7
2020-04-15,195
2020-04-16,86.3
2020-04-17,391.9
2020-04-18,390.1
2020-04-19,139.6
2020-04-20,403.1
2020-04-21,281.7
2020-04-22,91.1
2020-04-23,79.8
2020-04-24,224.2
2020-04-25,15.1
2020-04-26,455.6
2020-04-27,146.1
2020-04-28,415.2
2020-04-29,7.5
2020-04-30,28.4
2020-05-01,8.1
2020-05-02,357.2
2020-05-03,426.8
2020-05-04,456.5
2020-05-05,167.6
2020-05-06,300.8
2020-05-07,354.1
2020-05-08,203.1
2020-05-09,409.4
2020-05-10,406.2
2020-05-11,105.9
2020-05-12,165.2
2020-05-13,75
2020-05-14,157.1
2020-05-15,31.6
2020-05-16,37.9
2020-05-17,273
2020-05-18,270.4
2020-05-19,342.4
2020-05-20,323.2
2020-05-21,263.8
2020-05-22,167.7
2020-05-23,487.6
2020-05-24,59.8
2020-05-25,55.5
2020-05-26,73.9
2020-05-27,427.7
2020-05-28,96.5
2020-05-29,181.4
2020-05-30,353.6
2020-05-31,90.9
2020-06-01,7.3
2020-06-02,456.6
2020-06-03,262.3
2020-06-04,359.7
2020-06-05,62.6
2020-06-06,235.3
2020-06-07,356.5
2020-06-08,346.9
2020-06-09,78.3
2020-06-10,169.5
2020-06-11,140.2
2020-06-12,392.9
2020-06-13,180.3
2020-06-14,4.3
2020-06-15,221.2
2020-06-16,158
2020-06-17,122.8
2020-06-18,19.6
2020-06-19,200.6
2020-06-20,348.6
2020-06-21,71.1
2020-06-22,8.2
2020-06-23,443.4
2020-06-24,259
2020-06-25,306.7
2020-06-26,396.5
2020-06-27,91.2
2020-06-28,232.5
2020-06-29,281.4
2020-06-30,25.7
2020-07-01,113.9
2020-07-02,399.1
2020-07-03,262.2
2020-07-04,139.1
2020-07-05,254.3
2020-07-06,158.7
2020-07-07,377.2
2020-07-08,459.7
2020-07-09,36.7
2020-07-10,95.9
2020-07-11,235.5
2020-07-12,351.4
2020-07-13,329.6
2020-07-14,260.6
2020-07-15,377
2020-07-16,375.4
2020-07-17,339.9
2020-07-18,66.4
2020-07-19,234.2
2020-07-20,149.2
2020-07-21,268.6
2020-07-22,44.5
2020-07-23,132.9
2020-07-24,215
2020-07-25,253.2
2020-07-26,177.7
2020-07-27,117.4
2020-07-28,257.4
2020-07-29,263.7
2020-07-30,484
2020-07-31,65
2020-08-01,309.6
2020-08-02,165.2
2020-08-03,231.5
2020-08-04,195.1
2020-08-05,171.8
2020-08-06,79.8
2020-08-07,138.3
2020-08-08,345.4
2020-08-09,359.5
2020-08-10,99.5
2020-08-11,424.9
2020-08-12,239.9
2020-08-13,6.2
2020-08-14,251.5
2020-08-15,224.6
2020-08-16,197.1
2020-08-17,311.3
2020-08-18,49.8
2020-08-19,182
2020-08-20,400.4
2020-08-21,390.6
2020-08-22,387.6
2020-08-23,306.3
2020-08-24,496.6
2020-08-25,435.2
2020-08-26,20.8
2020-08-27,233.1
2020-08-28,112.1
2020-08-29,126.9
2020-08-30,435.7
2020-08-31,479.6
2020-09-01,43.8
2020-09-02,218.2
2020-09-03,137.5
2020-09-04,126.5
2020-09-05,135.6
2020-09-06,358
2020-09-07,323.8
2020-09-08,264.6
2020-09-09,370.5
2020-09-10,216.3
2020-09-11,271.8
2020-09-12,217.2
2020-09-13,167.2
2020-09-14,137.2
2020-09-15,47.5
2020-09-16,457.3
2020-09-17,1.5
2020-09-18,390.6
2020-09-19,417.3
2020-09-20,448.3
2020-09-21,460.9
2020-09-22,290.5
2020-09-23,411.8
2020-09-24,267.2
2020-09-25,257
2020-09-26,10.8
2020-09-27,400.3
2020-09-28,71.5
2020-09-29,22.9
2020-09-30,120.7
2020-10-01,265.7
2020-10-02,422.2
2020-10-03,490.7
2020-10-04,221.1
2020-10-05,46.1
2020-10-06,43.4
2020-10-07,224.7
2020-10-08,351.6
2020-10-09,245.8
2020-10-10,117
2020-10-11,469.5
2020-10-12,202.5
2020-10-13,408.7
2020-10-14,194.9
2020-10-15,343.8
2020-10-16,389.6
2020-10-17,470
2020-10-18,292.2
2020-10-19,336.1
2020-10-20,321.6
2020-10-21,388.1
2020-10-22,237.4
2020-10-23,409.6
2020-10-24,404.7
2020-10-25,363.2
2020-10-26,25.7
2020-10-27,97.1
2020-10-28,165.6
2020-10-29,160.3
2020-10-30,214.9
2020-10-31,214.5
2020-11-01,33.3
2020-11-02,204.9
2020-11-03,418.8
2020-11-04,115.1
2020-11-05,354.5
2020-11-06,463.4
2020-11-07,377.3
2020-11-08,458.6
2020-11-09,178.8
2020-11-10,262.7
2020-11-11,226.3
2020-11-12,428.1
2020-11-13,395.1
2020-11-14,399.6
2020-11-15,305.8
2020-11-16,113.6
2020-11-17,102.1
2020-11-18,370.4
2020-11-19,409.9
2020-11-20,264.5
2020-11-21,486.6
2020-11-22,144.1
2020-11-23,3.8
2020-11-24,384.3
2020-11-25,232
2020-11-26,244.8
2020-11-27,310
2020-11-28,254.4
2020-11-29,214.8
2020-11-30,38.4
2020-12-01,345.4
2020-12-02,106.5
2020-12-03,327.6
2020-12-04,117.2
2020-12-05,475.8
2020-12-06,148.5
2020-12-07,368
2020-12-08,460.9
2020-12-09,305.7
2020-12-10,464.1
2020-12-11,362.8
2020-12-12,418.4
2020-12-13,321.1
2020-12-14,191.9
2020-12-15,320.8
2020-12-16,92
2020-12-17,464.4
2020-12-18,61.8
2020-12-19,412.2
2020-12-20,26.2
2020-12-21,183.4
2020-12-22,98.2
2020-12-23,129.1
2020-12-24,37.4
2020-12-25,416.1
2020-12-26,96.1
2020-12-27,228
2020-12-28,53.7
2020-12-29,294.7
2020-12-30,387.5
2020-12-31,170.6
2021-01-01,377.5
2021-01-02,310.7
2021-01-03,26.9
2021-01-04,368.7
2021-01-05,50.8
2021-01-06,210
2021-01-07,161.5
2021-01-08,308.2
2021-01-09,491.7
2021-01-10,205.9
2021-01-11,493.9
2021-01-12,395.9
2021-01-13,249.1
2021-01-14,440.2
2021-01-15,358.1
2021-01-16,403.2
2021-01-17,304.6
2021-01-18,306.9
2021-01-19,155.3
2021-01-20,404.4
2021-01-21,432
2021-01-22,101.6
2021-01-23,150.4
2021-01-24,382.9
2021-01-25,253.3
2021-01-26,98.5
2021-01-27,416.8
2021-01-28,106.1
2021-01-29,266.1
2021-01-30,233.6
2021-01-31,40.4
2021-02-01,277.6
2021-02-02,477.8
2021-02-03,201.5
2021-02-04,16.9
2021-02-05,202.8
2021-02-06,30.4
2021-02-07,104.4
2021-02-08,208.2
2021-02-09,135.8
2021-02-10,118.4
2021-02-11,430.7
2021-02-12,108.1
2021-02-13,50.2
2021-02-14,285.7
2021-02-15,258.7
2021-02-16,161.7
2021-02-17,199.4
2021-02-18,346.6
2021-02-19,251.4
2021-02-20,126.3
2021-02-21,175.7
2021-02-22,99.2
2021-02-23,400.7
2021-02-24,498.8
2021-02-25,471.6
2021-02-26,475.4
2021-02-27,210.8
2021-02-28,319.6
2021-03-01,341.4
2021-03-02,92.9
2021-03-03,397.1
2021-03-04,141.3
2021-03-05,300.5
2021-03-06,276.4
2021-03-07,398
2021-03-08,158.4
2021-03-09,174.7
2021-03-10,436.1
2021-03-11,23.3
2021-03-12,277.2
2021-03-13,193.2
2021-03-14,488
2021-03-15,317.4
2021-03-16,73.7
2021-03-17,88.9
2021-03-18,77.9
2021-03-19,160.9
2021-03-20,104.8
2021-03-21,360.4
2021-03-22,123.3
2021-03-23,259.7
2021-03-24,60.5
2021-03-25,223.1
2021-03-26,113.9
2021-03-27,438.6
2021-03-28,219.6
2021-03-29,297.8
2021-03-30,283.9
2021-03-31,197.2
2021-04-01,147.4
2021-04-02,181.9
2021-04-03,162.4
2021-04-04,292.5
2021-04-05,99.9
2021-04-06,332.8
2021-04-07,202
2021-04-08,246.6
2021-04-09,56.1
2021-04-10,458.7
2021-04-11,365.6
2021-04-12,270.8
2021-04-13,180.3
2021-04-14,166.9
2021-04-15,343.4
2021-04-16,350.4
2021-04-17,447
2021-04-18,135.7
2021-04-19,364
2021-04-20,136.9
2021-04-21,159.7
2021-04-22,403.9
2021-04-23,145.3
2021-04-24,192.9
2021-04-25,110.2
2021-04-26,139.8
2021-04-27,183.1
2021-04-28,335.8
2021-04-29,334.2
2021-04-30,433.4
2021-05-01,160.3
2021-05-02,326.9
2021-05-03,384.2
2021-05-04,150.9
2021-05-05,3.2
2021-05-06,223.9
2021-05-07,70.6
2021-05-08,313
2021-05-09,120.9
2021-05-10,191.8
2021-05-11,65.5
2021-05-12,187.8
2021-05-13,462.1
2021-05-14,77.6
2021-05-15,482.3
2021-05-16,269.3
2021-05-17,235.1
2021-05-18,65.9
2021-05-19,438.8
2021-05-20,393.2
2021-05-21,158.8
2021-05-22,479.8
2021-05-23,84.8
2021-05-24,408.3
2021-05-25,7
2021-05-26,95.8
2021-05-27,353.5
2021-05-28,309.9
2021-05-29,356.9
2021-05-30,419.9
2021-05-31,171.8
2021-06-01,328.8
2021-06-02,16.8
2021-06-03,190.1
2021-06-04,405.2
2021-06-05,486.7
2021-06-06,373.2
2021-06-07,11.2
2021-06-08,17.7
2021-06-09,118.2
2021-06-10,295.6
2021-06-11,133.9
2021-06-12,295.3
2021-06-13,318.5
2021-06-14,383
2021-06-15,57.7
2021-06-16,403.2
2021-06-17,391.6
2021-06-18,101.5
2021-06-19,215.4
2021-06-20,167
2021-06-21,72.4
2021-06-22,69.3
2021-06-23,347.6
2021-06-24,485.5
2021-06-25,220.6
2021-06-26,183
2021-06-27,338.9
2021-06-28,180.8
2021-06-29,21.8
2021-06-30,164.1
2021-07-01,394.4
2021-07-02,356.4
2021-07-03,210.3
2021-07-04,383.3
2021-07-05,340.2
2021-07-06,86.9
2021-07-07,244.7
2021-07-08,337
2021-07-09,33.5
2021-07-10,391.4
2021-07-11,63.8
2021-07-12,499.1
2021-07-13,336.7
2021-07-14,399.8
2021-07-15,490.9
2021-07-16,10.1
2021-07-17,285.9
2021-07-18,410.3
2021-07-19,35.1
2021-07-20,75.3
2021-07-21,196.8
2021-07-22,274.1
2021-07-23,8
2021-07-24,414.8
2021-07-25,246.9
2021-07-26,440.2
2021-07-27,168.9
2021-07-28,237.5
2021-07-29,471.5
2021-07-30,405.2
2021-07-31,265
2021-08-01,289.7
2021-08-02,305.5
2021-08-03,267.7
2021-08-04,59.1
2021-08-05,360.7
2021-08-06,366.1
2021-08-07,235.9
2021-08-08,266.1
2021-08-09,352.2
2021-08-10,64.8
2021-08-11,173.4
2021-08-12,479.8
2021-08-13,69.8
2021-08-14,170.1
2021-08-15,376.1
2021-08-16,127.1
2021-08-17,215.7
2021-08-18,249.5
2021-08-19,464.6
2021-08-20,372.4
2021-08-21,273.1
2021-08-22,113.7
2021-08-23,393.6
2021-08-24,255.9
2021-08-25,297.2
2021-08-26,30.8
2021-08-27,350.1
2021-08-28,232
2021-08-29,87.7
2021-08-30,348.6
2021-08-31,347.4
2021-09-01,130.3
2021-09-02,105.9
2021-09-03,204.5
2021-09-04,53.4
2021-09-05,41.9
2021-09-06,96
2021-09-07,305.2
2021-09-08,389.2
2021-09-09,288.2
2021-09-10,439
2021-09-11,85.5
2021-09-12,331.1
2021-09-13,228.9
2021-09-14,238.2
2021-09-15,231
2021-09-16,6.6
2021-09-17,362.2
2021-09-18,424.4
2021-09-19,377.5
2021-09-20,452.2
2021-09-21,341.5
2021-09-22,410.3
2021-09-23,21.7
2021-09-24,161.5
2021-09-25,360.1
2021-09-26,23.9
2021-09-27,238.8
2021-09-28,154.9
2021-09-29,285
2021-09-30,146.3
2021-10-01,77.6
2021-10-02,304.3
2021-10-03,386.6
2021-10-04,490.5
2021-10-05,119
2021-10-06,234.6
2021-10-07,73.9
2021-10-08,398.8
2021-10-09,187
2021-10-10,24.1
2021-10-11,295.8
2021-10-12,177.4
2021-10-13,253.9
2021-10-14,477.6
2021-10-15,364.7
2021-10-16,476.5
2021-10-17,429.3
2021-10-18,410.1
2021-10-19,458.7
2021-10-20,189.2
2021-10-21,67.5
2021-10-22,332
2021-10-23,282.6
2021-10-24,375.4
2021-10-25,5.1
2021-10-26,26.3
2021-10-27,131.4
2021-10-28,445.4
2021-10-29,225
2021-10-30,99.5
2021-10-31,434.1
2021-11-01,19.3
2021-11-02,9.7
2021-11-03,31.1
2021-11-04,368.6
2021-11-05,117.4
2021-11-06,163.5
2021-11-07,334.9
2021-11-08,132.1
2021-11-09,488.7
2021-11-10,287.3
2021-11-11,450.6
2021-11-12,219
2021-11-13,274.1
2021-11-14,446.6
2021-11-15,109.7
2021-11-16,214.1
2021-11-17,461.8
2021-11-18,378.5
2021-11-19,94.7
2021-11-20,203.9
2021-11-21,17.1
2021-11-22,151.5
2021-11-23,285.5
2021-11-24,104
2021-11-25,447
2021-11-26,444.5
2021-11-27,25.9
2021-11-28,383.1
2021-11-29,280.7
2021-11-30,54.3
2021-12-01,407.9
2021-12-02,70.9
2021-12-03,401.6
2021-12-04,393.8
2021-12-05,324.4
2021-12-06,338.3
2021-12-07,122.5
2021-12-08,451.3
2021-12-09,428.2
2021-12-10,481.9
2021-12-11,172
2021-12-12,387.1
2021-12-13,319.1
2021-12-14,449.4
2021-12-15,426.3
2021-12-16,460.8
2021-12-17,428.4
2021-12-18,232.6
2021-12-19,387.3
2021-12-20,357.1
2021-12-21,153.5
2021-12-22,94.8
2021-12-23,94.9
2021-12-24,464.7
2021-12-25,367.9
2021-12-26,130.3
2021-12-27,467.1
2021-12-28,345.4
2021-12-29,220.3
2021-12-30,221.8
2021-12-31,263.1
2022-01-01,368.3
2022-01-02,266.9
2022-01-03,24.1
2022-01-04,306.8
2022-01-05,146.6
2022-01-06,29.4
2022-01-07,155.2
2022-01-08,38.5
2022-01-09,84.2
2022-01-10,273.5
2022-01-11,180.4
2022-01-12,1.4
2022-01-13,497.9
2022-01-14,431.3
2022-01-15,63.9
2022-01-16,487
2022-01-17,485.7
2022-01-18,294.4
2022-01-19,217.7
2022-01-20,277.5
2022-01-21,452.8
2022-01-22,155
2022-01-23,322.4
2022-01-24,130.9
2022-01-25,75.5
2022-01-26,228.8
2022-01-27,72.8
2022-01-28,174.6
2022-01-29,416
2022-01-30,244.9
2022-01-31,444.2
